nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,south66,black,smsa,south,smsa66,wage,enroll,kww,iq,married,libcrd14,exper,region
1,1,11,26,NA,9,364232,0,0,0,0,0,1,0,1,220,0,20,NA,6,0,9,2
1,1,16,24,NA,NA,118599,0,0,0,0,0,1,0,1,154,1,38,NA,6,1,2,2
1,1,12,31,11,12,134858,1,0,0,0,0,1,0,1,240,0,44,95,1,1,13,2
1,1,12,28,11,12,103231,1,0,0,0,0,1,0,1,557,0,43,115,1,1,10,2
1,1,15,27,12,12,327808,0,0,1,0,0,1,0,1,500,0,40,106,6,0,6,2
1,1,16,26,NA,NA,327808,1,0,0,0,0,1,0,1,372,0,34,102,1,1,4,2
1,1,10,25,8,8,312925,1,0,0,0,0,0,0,0,350,0,26,91,5,0,9,2
1,1,12,26,8,8,327808,1,0,0,0,0,0,0,0,584,0,26,114,1,0,8,2
1,1,13,26,10,12,327808,1,0,0,0,0,0,0,0,515,0,34,92,5,1,7,2
0,0,12,29,NA,NA,428238,1,0,0,0,0,0,0,0,390,0,43,111,5,1,11,1
0,0,16,25,12,12,318670,1,0,0,0,0,0,0,0,280,0,34,111,4,1,3,1
0,0,12,33,NA,12,316862,1,0,0,0,0,0,0,0,690,0,38,NA,1,1,15,1
0,0,12,26,NA,12,327808,1,0,0,0,0,0,0,0,300,0,30,96,1,1,8,1
0,0,17,27,12,13,327808,1,0,0,0,0,0,0,0,635,0,36,119,1,1,4,1
0,0,13,26,12,13,327808,1,0,0,0,0,0,0,0,342,0,32,85,1,1,7,1
0,0,16,26,12,12,327808,1,0,0,0,0,0,0,0,505,0,34,98,1,1,4,1
0,0,13,24,12,12,318670,1,0,0,0,0,0,0,0,356,0,30,114,1,1,5,1
0,0,12,33,NA,NA,352069,0,0,0,0,0,0,0,0,262,0,39,79,1,1,15,1
0,0,10,32,NA,NA,316862,0,0,0,0,0,0,0,0,400,0,30,NA,1,1,16,1
0,0,13,29,16,16,475820,1,0,0,0,0,0,0,0,740,0,42,108,1,1,10,1
0,0,12,34,8,12,316862,0,0,1,0,0,0,0,0,342,0,NA,NA,1,1,16,1
0,0,15,29,8,12,428238,1,0,0,0,0,0,0,0,276,0,39,121,6,1,8,1
0,0,9,24,10,12,318670,1,0,0,0,0,0,0,0,427,1,36,NA,6,1,9,1
0,0,12,25,12,NA,312925,0,0,0,0,0,0,0,0,239,0,40,117,1,0,7,1
0,0,13,24,12,NA,312925,0,0,0,0,0,0,0,0,385,0,21,NA,1,0,5,1
0,0,12,29,4,8,475820,1,0,0,0,0,0,0,0,350,0,32,107,1,0,11,1
0,0,12,29,NA,NA,551690,0,0,0,0,0,0,0,0,599,1,40,103,1,1,11,1
0,0,15,31,10,12,612989,1,0,0,0,0,1,0,0,750,0,45,105,1,1,10,1
0,0,16,33,12,9,316862,1,0,0,0,0,0,0,0,692,0,41,105,1,1,11,1
0,0,12,34,12,14,316862,1,0,0,0,0,0,0,0,147,0,43,88,1,1,16,1
1,1,12,26,12,10,364232,1,0,0,0,0,1,0,0,280,0,34,96,1,1,8,2
1,1,18,32,NA,7,316862,1,0,0,0,0,1,0,0,769,0,46,105,1,1,8,2
1,1,13,32,7,12,316862,1,0,0,0,0,1,0,0,1010,0,41,NA,4,0,13,2
1,1,14,26,16,14,327808,1,0,0,0,0,0,0,0,517,0,34,100,1,1,6,2
1,1,16,26,16,14,327808,1,0,0,0,0,0,0,0,400,0,43,116,6,1,4,2
1,1,12,25,12,10,318670,1,0,0,0,0,0,0,0,375,0,22,86,1,1,7,2
0,1,12,31,12,10,551690,1,0,0,0,0,0,0,0,596,0,27,88,1,1,13,1
0,1,7,31,NA,NA,475820,1,0,0,0,0,0,0,0,350,0,34,NA,1,0,18,1
0,1,11,33,NA,NA,316862,0,0,0,0,0,0,0,0,417,0,34,97,1,1,16,1
0,1,16,29,NA,12,428238,0,1,0,0,0,0,0,0,338,0,43,112,5,1,7,1
0,1,18,26,18,14,327808,1,0,0,0,0,0,0,0,481,0,35,125,6,1,2,1
0,1,12,28,11,11,327808,1,0,0,0,0,0,0,0,500,0,12,NA,1,1,10,1
0,1,12,27,NA,NA,327808,0,0,0,0,0,0,0,0,305,0,37,NA,4,1,9,1
0,1,10,34,9,NA,316862,1,0,0,0,0,0,0,0,450,0,31,84,1,1,18,1
1,1,16,29,14,12,484311,1,0,0,0,0,1,0,1,769,0,45,117,1,1,7,3
1,1,16,26,14,12,370732,1,0,0,0,0,1,0,1,721,0,42,110,6,1,4,3
1,1,13,29,NA,9,484311,1,0,0,0,0,1,0,1,1000,0,32,104,1,1,10,3
1,1,14,30,12,12,484311,1,0,0,0,0,1,0,1,625,0,35,101,1,1,10,3
1,1,16,26,12,11,370732,1,0,0,0,0,1,0,1,817,0,33,99,1,1,4,3
1,1,12,34,8,NA,358351,0,0,0,0,0,1,0,1,377,0,35,87,1,1,16,3
1,1,12,33,NA,NA,358351,1,0,0,0,0,1,0,1,708,0,43,101,1,0,15,3
1,1,14,24,12,12,360396,1,0,0,0,0,1,0,1,411,0,31,117,1,1,4,3
1,1,13,32,NA,NA,358351,0,0,0,0,0,1,0,1,1339,0,41,108,1,1,13,3
1,1,12,34,NA,1,358351,0,1,0,0,0,0,0,1,716,0,42,NA,1,0,16,3
1,1,10,32,NA,9,141996,1,0,0,0,1,1,0,1,192,0,37,86,4,1,16,3
1,1,16,32,8,NA,141996,0,0,0,0,1,1,0,1,797,0,43,NA,6,0,10,3
1,1,16,34,10,10,141996,1,0,0,0,1,1,0,1,924,0,33,69,1,1,12,3
1,1,15,26,18,16,99110,1,0,0,0,1,1,0,1,240,1,30,105,6,1,5,3
1,1,13,25,12,12,360396,1,0,0,0,0,1,0,1,625,0,39,104,1,0,6,3
1,1,8,24,7,10,360396,1,0,0,0,0,1,0,1,1025,0,34,NA,1,0,10,3
1,1,12,28,9,11,99110,1,0,0,0,1,0,1,1,503,0,38,109,1,1,10,3
1,1,16,28,8,8,370732,1,0,0,0,0,1,0,0,462,0,39,85,1,1,6,4
1,1,16,25,9,11,360396,1,0,0,0,0,0,0,1,476,0,36,114,1,1,3,4
1,1,15,26,8,13,370732,1,0,0,0,0,1,1,1,500,0,33,99,4,1,5,4
1,1,12,34,NA,NA,358351,1,0,0,0,0,0,0,1,1000,0,42,NA,1,1,16,4
1,1,13,34,NA,NA,358351,1,0,0,0,0,0,0,1,663,0,46,90,1,1,15,4
1,1,15,34,12,12,358351,1,0,0,0,0,1,0,1,707,0,46,119,1,1,13,4
1,1,16,31,NA,NA,520447,1,0,0,0,0,1,1,1,928,0,42,120,1,1,9,4
1,1,12,24,NA,NA,360396,1,0,0,0,0,0,0,1,300,0,36,NA,1,1,6,4
1,1,15,27,18,12,370732,1,0,0,0,0,1,0,0,365,0,46,112,1,1,6,4
1,1,12,30,NA,NA,468402,1,0,0,0,0,1,0,1,645,0,NA,97,1,1,12,4
0,1,18,25,14,12,360396,1,0,0,0,0,0,0,1,462,0,30,107,1,1,1,4
0,1,18,33,8,12,358351,1,0,0,0,0,1,0,1,1026,0,41,117,1,1,9,4
0,1,12,24,12,12,360396,1,0,0,0,0,1,0,1,525,0,34,NA,1,1,6,4
0,1,18,29,16,16,484311,1,0,0,0,0,1,0,1,375,0,41,125,6,1,5,4
0,1,18,34,18,16,358351,1,0,0,0,0,1,0,1,1538,0,47,112,1,1,10,4
0,1,18,33,18,14,358351,1,0,0,0,0,1,0,1,923,0,46,106,5,1,9,4
0,1,13,26,8,12,370732,1,0,0,0,0,1,0,1,568,0,40,104,4,1,7,4
0,1,14,25,8,12,360396,1,0,0,0,0,1,0,1,600,0,23,89,6,1,5,4
0,1,15,27,17,12,370732,1,0,0,0,0,1,0,1,721,0,38,116,1,1,6,4
0,1,17,24,18,12,360396,1,0,0,0,0,1,0,1,1116,1,46,NA,6,1,1,4
0,1,14,27,NA,8,370732,0,1,0,0,0,1,0,1,712,0,44,123,1,1,7,4
0,1,16,29,NA,8,484311,1,0,0,0,0,1,0,1,808,0,40,118,1,1,7,4
0,1,11,27,8,12,370732,1,0,0,0,0,1,0,1,925,0,31,106,1,1,10,4
0,1,9,25,NA,NA,360396,0,0,0,0,0,1,0,1,550,0,22,NA,4,1,10,4
0,1,12,26,NA,NA,358554,0,1,0,0,0,1,0,1,271,0,20,91,6,1,8,4
1,1,7,32,8,11,398168,1,0,0,0,0,1,0,1,833,0,22,NA,1,1,19,3
1,1,12,30,7,12,484311,1,0,0,0,0,1,0,1,1200,0,29,103,1,1,12,3
1,1,14,33,6,8,358351,1,0,0,0,0,1,0,1,581,0,40,114,1,0,13,3
1,1,17,34,12,8,141996,1,0,0,0,1,1,0,1,686,0,41,105,1,1,11,3
1,1,18,32,12,8,141996,1,0,0,0,1,1,0,1,1000,0,34,84,1,1,8,3
1,1,13,24,9,8,96681,1,0,0,0,1,1,0,1,537,0,31,NA,6,1,5,3
1,1,12,28,NA,11,99110,0,0,0,0,1,1,0,1,690,1,32,89,1,0,10,3
1,1,12,28,12,16,370732,1,0,0,0,0,1,0,1,500,0,36,81,6,1,10,3
0,1,13,33,3,12,358351,1,0,0,0,0,1,0,1,750,0,36,118,1,1,14,3
0,1,17,29,8,16,484311,1,0,0,0,0,1,1,1,913,1,38,91,1,1,6,3
0,1,15,24,8,16,360396,1,0,0,0,0,1,0,1,600,0,19,NA,6,1,3,3
0,1,16,24,12,12,348558,1,0,0,0,0,1,0,1,577,0,29,113,6,1,2,3
0,1,12,26,8,12,358554,1,0,0,0,0,1,0,1,601,0,38,121,1,1,8,3
0,1,12,31,6,12,468402,1,0,0,0,0,1,0,1,577,0,36,102,1,1,13,3
0,1,12,32,NA,6,346581,1,0,0,0,0,1,0,1,677,0,36,104,5,1,14,3
0,1,18,27,9,10,405452,1,0,0,0,1,1,0,1,473,0,31,106,1,1,3,3
0,1,14,24,8,12,720791,1,0,0,0,0,1,0,1,350,1,39,NA,1,1,4,3
0,1,15,32,9,12,716702,1,0,0,0,0,1,0,1,620,1,45,108,1,1,11,3
0,1,16,24,12,12,360396,1,0,0,0,0,1,0,1,378,0,41,108,6,0,2,3
0,1,16,25,16,13,360396,1,0,0,0,0,1,0,1,243,0,51,121,6,1,3,3
0,1,12,26,7,12,358554,1,0,0,0,0,1,0,1,750,0,NA,87,4,0,8,3
0,1,18,30,12,14,468402,1,0,0,0,0,0,0,1,441,0,35,107,1,1,6,3
0,1,14,29,12,14,468402,1,0,0,0,0,1,0,1,688,0,43,112,6,1,9,3
0,1,18,25,12,14,348558,1,0,0,0,0,0,0,1,501,0,29,116,1,1,1,3
0,1,12,29,12,12,520447,1,0,0,0,0,1,0,1,400,0,36,115,6,1,11,3
0,1,12,26,12,12,398393,1,0,0,0,0,1,0,1,981,0,39,107,1,1,8,3
1,1,14,30,12,12,484311,1,0,0,0,0,1,1,1,649,0,36,117,1,1,10,4
1,1,12,32,NA,NA,358351,0,1,0,0,0,1,0,1,625,0,36,110,1,1,14,4
1,1,16,28,12,11,99110,1,0,0,0,1,1,0,0,707,1,35,97,1,1,6,4
1,1,12,29,11,12,538123,1,0,0,0,0,1,0,1,1043,0,42,96,4,1,11,4
1,1,12,27,8,8,370732,1,0,0,0,0,1,0,1,761,0,45,NA,1,1,9,4
1,1,13,25,14,12,360396,0,0,1,0,0,0,0,1,524,0,28,NA,1,1,6,4
1,1,13,27,6,6,99110,1,0,0,0,1,1,0,1,575,0,34,91,1,1,8,4
1,1,14,26,NA,6,99110,0,1,0,0,1,1,0,1,865,0,31,97,6,1,6,4
1,1,12,28,12,8,99110,1,0,0,0,1,1,0,1,713,0,38,90,1,1,10,4
1,1,16,27,7,8,370732,1,0,0,0,0,1,0,1,673,0,NA,112,1,1,5,4
1,1,12,25,7,8,360396,1,0,0,0,0,1,0,1,662,0,27,97,1,1,7,4
1,1,14,29,11,8,484311,1,0,0,0,0,1,0,1,543,0,45,120,1,1,9,4
1,1,13,25,12,12,360396,1,0,0,0,0,1,0,1,525,1,40,109,6,1,6,4
1,1,12,28,NA,8,370732,0,1,0,0,0,1,0,1,640,0,36,NA,1,1,10,4
1,1,12,26,NA,8,370732,0,1,0,0,0,1,0,1,297,0,26,NA,6,1,8,4
1,1,8,33,NA,NA,141996,0,0,0,0,1,1,0,1,947,0,37,NA,5,0,19,4
1,1,12,34,8,9,141996,1,0,0,0,1,1,0,1,500,0,40,99,1,1,16,4
1,1,13,25,5,7,96681,1,0,0,0,1,1,0,1,620,0,43,NA,4,1,6,4
1,1,12,25,NA,10,96681,0,1,0,0,1,1,0,1,277,0,31,NA,1,NA,7,4
0,1,10,26,5,8,370732,1,0,0,0,0,0,1,1,240,0,29,99,1,1,10,3
0,1,10,25,5,8,360396,1,0,0,0,0,0,1,1,240,0,34,NA,6,1,9,3
0,1,12,33,NA,NA,398168,1,0,0,0,0,1,0,1,462,0,32,85,1,1,15,3
0,1,12,27,NA,11,99110,0,1,0,0,1,1,0,1,404,0,32,97,6,1,9,3
0,1,12,25,NA,11,96681,0,1,0,0,1,1,0,1,450,0,40,95,1,1,7,3
0,1,12,24,3,2,395512,1,0,0,0,1,1,0,1,250,0,28,NA,6,1,6,3
0,1,11,26,NA,9,450502,1,0,0,0,1,1,0,1,727,0,23,NA,4,1,9,3
0,1,12,24,NA,9,439458,0,1,0,0,1,1,0,1,667,0,30,NA,1,1,6,3
0,1,12,28,NA,6,117131,1,0,0,0,1,1,0,1,962,0,31,80,4,1,10,3
0,1,14,27,NA,8,90623,0,1,0,0,0,1,0,1,750,0,44,126,6,1,7,3
0,1,14,25,8,8,360396,1,0,0,0,0,1,0,1,667,0,20,NA,6,1,5,3
0,1,17,34,8,12,358351,1,0,0,0,0,0,0,1,692,0,49,109,1,1,11,3
0,1,12,25,6,12,96681,1,0,0,0,1,1,0,1,465,0,21,NA,1,1,7,3
0,1,12,30,NA,NA,150105,0,1,0,0,1,1,0,1,641,0,38,NA,5,1,12,3
0,1,11,29,NA,11,150105,0,1,0,0,1,1,0,1,710,0,22,86,1,1,12,3
0,1,13,25,NA,10,96681,0,1,0,0,1,1,0,1,425,0,22,NA,6,1,6,3
0,1,12,27,12,12,370732,0,0,1,0,0,1,0,1,833,0,46,112,1,1,9,3
0,1,12,26,12,12,370732,0,0,1,0,0,1,0,1,308,1,41,98,1,1,8,3
0,1,16,29,12,12,484311,1,0,0,0,0,1,0,1,625,0,48,119,4,1,7,3
0,1,16,32,13,16,398168,1,0,0,0,0,1,0,1,1442,0,26,NA,1,1,10,3
0,1,16,25,12,12,400440,1,0,0,0,0,1,0,1,673,0,38,102,1,1,3,3
0,1,17,28,14,14,370732,1,0,0,0,0,1,0,1,1346,0,46,NA,1,1,5,3
0,1,17,33,12,10,398168,1,0,0,0,0,1,0,1,400,0,41,128,4,1,10,3
0,1,9,34,12,NA,358351,1,0,0,0,0,0,0,1,518,0,38,82,1,1,19,3
0,1,14,26,16,16,370732,1,0,0,0,0,1,0,1,456,0,30,NA,1,1,6,3
0,1,17,33,12,12,398168,1,0,0,0,0,1,1,1,409,0,42,113,1,1,10,3
0,1,18,34,5,9,398168,1,0,0,0,0,1,0,1,559,0,45,105,6,1,10,3
0,1,12,24,10,9,96681,1,0,0,0,1,1,0,1,230,0,32,NA,1,1,6,3
1,1,17,27,18,18,370732,1,0,0,0,0,1,0,1,1026,1,46,124,6,1,4,3
1,1,12,27,13,13,370732,1,0,0,0,0,1,0,1,1082,0,48,NA,1,1,9,3
1,1,14,24,13,13,360396,1,0,0,0,0,1,0,1,1202,0,39,94,1,1,4,3
1,1,17,25,NA,12,360396,1,0,0,0,0,0,0,1,329,0,40,117,1,1,2,3
1,1,18,27,14,14,370732,1,0,0,0,0,1,0,1,481,0,39,116,6,1,3,3
1,1,18,24,14,NA,360396,1,0,0,0,0,1,1,1,673,0,33,NA,6,NA,0,3
1,1,17,31,12,12,538123,1,0,0,0,0,1,0,0,1683,0,41,NA,6,1,8,3
1,1,16,34,12,12,358351,1,0,0,0,0,1,0,1,1282,0,40,112,1,1,12,3
1,1,12,24,12,14,360396,1,0,0,0,0,1,0,1,577,0,23,NA,6,1,6,3
1,1,18,27,9,9,411924,1,0,0,0,0,1,0,1,444,0,31,105,6,1,3,3
1,1,16,28,NA,9,99110,0,1,0,0,1,1,0,1,481,0,34,87,6,1,6,3
1,1,12,24,16,12,96681,1,0,0,0,1,1,0,1,467,0,NA,108,6,1,6,3
1,1,6,31,3,3,614067,1,0,0,0,0,1,0,1,668,0,40,NA,1,0,19,3
1,1,15,27,12,12,411924,1,0,0,0,0,1,0,1,286,0,36,89,1,1,6,3
1,1,18,33,12,12,358351,1,0,0,0,0,1,0,1,577,0,NA,119,1,1,9,3
1,1,14,29,12,12,484311,1,0,0,0,0,1,0,1,721,0,34,97,1,1,9,3
1,1,12,25,6,8,360396,1,0,0,0,0,1,0,1,462,0,28,89,1,1,7,3
1,1,15,25,12,10,360396,1,0,0,0,0,1,0,1,750,0,28,NA,1,0,4,3
1,1,12,24,6,12,360396,1,0,0,0,0,1,0,1,200,0,39,131,6,1,6,3
1,1,12,27,12,10,370732,1,0,0,0,0,1,0,1,650,0,26,NA,1,1,9,3
1,1,18,28,12,11,370732,0,0,0,0,0,1,0,1,481,0,30,NA,6,1,4,3
1,1,11,24,9,NA,360396,0,1,0,0,0,1,0,1,600,0,38,NA,1,0,7,3
1,1,16,28,16,16,370732,1,0,0,0,0,1,1,1,769,0,35,85,1,1,6,3
1,1,17,27,16,16,370732,1,0,0,0,0,1,0,1,775,1,26,132,1,1,4,3
1,1,16,24,16,16,360396,1,0,0,0,0,1,0,1,641,0,28,114,1,1,2,3
1,1,14,33,14,10,358351,1,0,0,0,0,1,0,1,1055,0,35,98,1,1,13,3
1,1,16,31,14,12,484311,1,0,0,0,0,1,0,1,676,0,44,110,6,1,9,3
1,1,12,28,NA,NA,370732,0,0,0,0,0,1,0,1,691,0,41,124,6,1,10,3
1,1,17,30,14,12,484311,1,0,0,0,0,1,0,1,962,1,41,118,1,1,7,3
1,1,13,28,14,12,370732,1,0,0,0,0,1,0,1,400,0,32,90,5,1,9,3
1,1,16,27,14,12,370732,1,0,0,0,0,1,0,1,673,0,38,108,1,1,5,3
1,1,18,34,10,11,141996,1,0,0,0,1,1,0,1,1442,0,42,112,1,1,10,3
1,1,18,32,16,10,358351,1,0,0,0,0,1,0,1,529,0,38,100,1,1,8,3
1,1,14,27,9,11,99110,1,0,0,0,1,1,0,1,700,0,21,84,1,1,7,3
1,1,8,34,NA,4,141996,0,0,1,0,1,1,0,1,675,0,36,NA,1,0,20,3
1,1,18,25,8,10,360396,1,0,0,0,0,1,0,1,494,0,34,97,1,1,1,3
1,1,12,24,12,8,360396,1,0,0,0,0,1,0,1,500,0,26,113,1,1,6,3
1,1,16,24,NA,NA,96681,1,0,0,0,1,1,0,1,450,0,27,NA,6,0,2,3
1,1,13,25,NA,8,96681,0,1,0,0,1,1,0,1,601,0,27,NA,6,1,6,3
1,1,13,28,9,12,99110,1,0,0,0,1,1,0,1,717,1,37,105,6,1,9,3
1,1,12,29,9,10,150105,1,0,0,0,1,1,0,1,575,0,28,88,5,1,11,3
1,1,12,25,9,10,96681,1,0,0,0,1,1,0,1,350,0,33,74,1,1,7,3
1,1,12,24,9,10,96681,1,0,0,0,1,1,0,1,350,0,31,NA,6,0,6,3
0,1,16,29,12,12,484311,1,0,0,0,0,1,0,1,643,0,46,115,1,1,7,3
0,1,15,24,10,12,360396,1,0,0,0,0,1,0,1,675,0,30,NA,1,1,3,3
0,1,15,28,12,12,370732,1,0,0,0,0,1,0,1,679,0,34,91,1,1,7,3
0,1,12,27,12,9,370732,1,0,0,0,0,1,0,1,534,0,34,103,4,1,9,3
0,1,16,31,12,10,484311,1,0,0,0,0,1,0,1,524,0,46,102,1,1,9,3
0,1,16,28,10,10,370732,1,0,0,0,0,1,1,0,667,0,38,98,6,1,6,3
0,1,14,26,12,NA,370732,1,0,0,0,0,1,0,1,370,0,35,NA,1,1,6,3
0,1,15,26,12,12,370732,1,0,0,0,0,1,0,1,658,0,47,NA,6,1,5,3
0,1,12,34,NA,NA,141996,1,0,0,0,1,1,0,1,700,0,39,NA,NA,0,16,3
0,1,18,27,9,12,370732,1,0,0,0,0,1,0,1,311,0,33,82,6,1,3,3
0,1,9,33,NA,9,358351,0,1,0,0,0,1,0,1,841,0,44,NA,1,1,18,3
0,1,14,31,10,12,484311,1,0,0,0,0,1,0,1,660,0,47,112,1,1,11,3
0,1,16,31,8,9,484311,1,0,0,0,0,1,0,1,692,0,41,108,1,1,9,3
0,1,15,28,NA,7,370732,1,0,0,0,0,1,0,1,577,0,37,90,1,1,7,3
0,1,17,26,9,12,370732,0,0,0,0,0,1,0,1,705,0,32,NA,6,1,3,3
0,1,16,27,5,8,370732,1,0,0,0,0,1,1,1,292,0,38,111,1,1,5,3
0,1,13,26,8,11,370732,1,0,0,0,0,1,0,1,750,0,24,96,1,1,7,3
0,1,16,34,12,12,358351,1,0,0,0,0,1,0,1,1442,0,48,NA,1,0,12,3
0,1,16,33,16,16,358351,1,0,0,0,0,1,0,1,1202,0,48,127,1,1,11,3
0,1,15,33,NA,8,358351,1,0,0,0,0,1,1,1,1603,0,47,97,1,1,12,3
0,1,14,32,NA,12,358351,1,0,0,0,0,1,1,1,769,0,50,120,4,1,12,3
0,1,16,31,14,16,484311,1,0,0,0,0,1,0,1,513,0,41,101,6,1,9,3
0,1,12,31,NA,8,484311,0,1,0,0,0,1,0,1,805,0,38,100,1,0,13,3
0,1,17,34,8,8,358351,1,0,0,0,0,1,0,1,962,1,44,99,1,1,11,3
0,1,12,25,16,16,360396,1,0,0,0,0,1,0,1,675,0,NA,104,1,1,7,3
0,1,13,24,8,8,360396,1,0,0,0,0,1,0,1,398,0,NA,116,1,1,5,3
0,1,14,33,12,12,358351,1,0,0,0,0,1,0,1,855,0,40,120,1,1,13,3
0,1,11,25,NA,9,96681,0,1,0,0,1,1,0,1,693,0,27,95,1,0,8,3
0,1,11,24,8,9,114259,1,0,0,0,1,1,0,1,641,0,27,NA,5,0,7,3
0,1,13,27,10,8,99110,1,0,0,0,1,1,0,1,345,0,34,99,1,0,8,3
0,1,12,27,NA,NA,99110,1,0,0,0,1,1,0,1,561,0,24,68,5,1,9,3
0,1,12,24,9,11,96681,1,0,0,0,1,1,0,1,684,0,21,NA,1,1,6,3
0,1,16,29,16,16,484311,1,0,0,0,0,1,1,1,469,0,49,122,1,1,7,3
0,1,16,26,12,12,370732,0,0,1,0,0,1,0,1,300,0,37,106,6,1,4,3
0,1,18,25,12,9,360396,1,0,0,0,0,1,0,1,673,0,37,101,1,1,1,3
0,1,16,24,12,9,360396,1,0,0,0,0,1,0,1,385,0,29,NA,6,1,2,3
0,1,16,33,8,6,358351,1,0,0,0,0,1,0,1,808,0,45,104,1,1,11,3
0,1,17,24,12,12,360396,1,0,0,0,0,1,0,1,548,1,40,NA,6,1,1,3
0,1,16,26,12,12,370732,1,0,0,0,0,1,0,1,500,0,38,NA,6,1,4,3
0,1,13,29,11,12,468402,1,0,0,0,0,1,0,1,727,1,38,99,1,1,10,3
0,1,16,28,11,12,358554,1,0,0,0,0,1,0,0,524,0,29,NA,1,1,6,3
0,1,15,24,2,8,96681,1,0,0,0,1,1,0,1,450,0,36,NA,6,1,3,3
0,1,12,28,6,8,99110,1,0,0,0,1,1,0,1,755,0,34,NA,1,0,10,3
0,1,12,24,11,NA,96681,0,0,0,0,1,1,0,1,640,0,37,NA,1,0,6,3
0,1,12,24,10,12,96681,1,0,0,0,1,1,0,1,313,0,30,NA,1,1,6,3
0,1,12,29,12,12,484311,1,0,0,0,0,1,0,1,1425,0,37,101,1,0,11,3
0,1,12,28,11,5,411924,1,0,0,0,0,1,0,1,761,0,23,110,6,1,10,3
0,1,12,26,11,5,411924,1,0,0,0,0,1,0,1,600,0,35,94,1,1,8,3
0,1,16,32,12,15,398168,1,0,0,0,0,1,0,1,1111,0,42,111,1,1,10,3
0,1,16,33,13,17,398168,1,0,0,0,0,1,0,1,763,0,50,120,1,1,11,3
0,1,12,32,8,8,358351,1,0,0,0,0,1,0,1,650,0,45,108,1,1,14,3
0,1,14,27,16,16,370732,1,0,0,0,0,1,0,1,1155,0,39,111,1,1,7,3
0,1,12,24,9,12,360396,1,0,0,0,0,1,0,1,600,0,25,NA,1,1,6,3
0,1,12,29,11,11,468402,1,0,0,0,0,1,0,1,555,0,31,103,1,0,11,3
0,1,11,28,11,11,358554,1,0,0,0,0,1,0,1,543,1,25,NA,1,0,11,3
0,1,11,25,11,11,348558,1,0,0,0,0,1,0,1,550,1,31,NA,1,0,8,3
0,1,11,31,NA,NA,520447,0,0,0,0,0,1,0,1,800,0,39,97,1,0,14,3
0,1,11,26,10,11,358554,1,0,0,0,0,1,0,1,1000,0,26,97,1,0,9,3
0,1,12,31,13,11,468402,1,0,0,0,0,1,0,1,864,0,36,106,1,0,13,3
0,1,13,32,NA,6,346581,0,0,1,0,0,1,0,1,613,0,43,109,1,1,13,3
0,1,16,24,12,12,348558,1,0,0,0,0,1,0,1,519,0,27,NA,1,1,2,3
0,1,13,30,NA,NA,150105,1,0,0,0,1,1,0,1,707,0,45,96,1,1,11,3
0,1,13,26,10,10,99110,1,0,0,0,1,1,0,1,818,1,26,79,1,1,7,3
0,1,10,25,10,12,96681,1,0,0,0,1,1,0,1,300,0,31,62,6,1,9,3
1,1,16,30,9,9,484311,1,0,0,0,0,1,0,1,702,1,47,110,1,1,8,3
1,1,16,34,NA,12,358351,0,1,0,0,0,1,0,1,1322,0,47,117,1,1,12,3
1,1,12,27,NA,12,99110,0,1,0,0,1,1,0,1,380,1,25,72,1,0,9,3
1,1,11,26,NA,NA,99110,0,0,0,0,1,1,0,1,400,0,30,83,6,1,9,3
1,1,11,25,NA,NA,96681,0,1,0,0,1,1,0,1,498,0,22,99,1,1,8,3
1,1,10,33,NA,11,167813,0,1,0,0,1,1,0,1,663,0,18,72,1,1,17,3
1,1,10,33,8,11,141996,1,0,0,0,1,1,0,1,600,0,29,88,5,0,17,3
1,1,18,32,16,12,358351,1,0,0,0,0,0,1,1,1034,0,48,123,1,1,8,3
1,1,14,25,12,12,360396,1,0,0,0,0,1,0,1,1079,0,23,91,6,1,5,3
1,1,18,24,12,12,360396,1,0,0,0,0,1,1,1,400,0,31,98,6,1,0,3
1,1,16,33,13,12,358351,1,0,0,0,0,1,0,1,641,0,37,119,6,0,11,3
1,1,12,32,NA,8,358351,0,0,1,0,0,1,0,1,620,0,33,87,1,0,14,3
1,1,17,30,12,11,538123,0,0,1,0,0,1,0,1,481,0,49,121,4,1,7,3
1,1,16,33,8,8,358351,1,0,0,0,0,1,0,1,1058,0,41,NA,6,1,11,3
1,1,12,26,8,12,370732,1,0,0,0,0,1,0,1,545,0,33,112,1,1,8,3
1,1,14,26,12,12,370732,1,0,0,0,0,1,0,1,786,0,38,113,6,1,6,3
1,1,18,25,12,12,360396,1,0,0,0,0,1,0,1,485,0,38,125,6,1,1,3
1,1,14,34,11,11,358351,1,0,0,0,0,1,0,1,722,1,45,121,1,1,14,3
1,1,15,28,12,12,370732,1,0,0,0,0,1,0,1,695,0,47,128,1,1,7,3
1,1,15,34,12,12,358351,1,0,0,0,0,1,0,1,549,0,41,NA,4,1,13,3
1,1,15,32,15,12,358351,1,0,0,0,0,1,0,1,793,0,36,103,1,1,11,3
1,1,16,33,18,16,398168,1,0,0,0,0,1,1,1,1923,0,48,99,1,1,11,3
1,1,15,33,12,12,358351,1,0,0,0,0,1,0,1,793,0,40,101,1,1,12,3
0,1,15,28,NA,NA,370732,0,0,0,0,0,1,0,1,900,0,34,117,5,1,7,3
0,1,14,32,8,8,358351,1,0,0,0,0,1,0,1,654,0,41,109,1,1,12,3
